chunk_id,jd_id,line_id,tag,sim_skills,sim_experience,sim_education,predicted_tag,text
FareHarbor_People_Data_Analyst__line22,FareHarbor_People_Data_Analyst,22,experience,0.1805,0.291,0.072,experience,Support key HR cycles: deliver data insights and reporting to inform the performance and compensation processes.
FareHarbor_People_Data_Analyst__line23,FareHarbor_People_Data_Analyst,23,mixed,0.2119,0.3407,0.1101,experience,"Drive process improvement: Identify and implement opportunities to automate reporting, improve data flows, and enhance analytics capabilities across HR systems."
FareHarbor_People_Data_Analyst__line24,FareHarbor_People_Data_Analyst,24,mixed,0.2107,0.2695,0.2443,experience,Ensure data integrity: Conduct regular audits and data validations in Workday and other HR systems to maintain accuracy and reliability.
FareHarbor_People_Data_Analyst__line25,FareHarbor_People_Data_Analyst,25,mixed,0.1409,0.2151,0.167,experience,Maintain data privacy and compliance: Safeguard sensitive employee information and ensure all data activities comply with GDPR and privacy best practices.
FareHarbor_People_Data_Analyst__line26,FareHarbor_People_Data_Analyst,26,mixed,0.2402,0.3066,0.0563,experience,"Stakeholder Partnership: Collaborate with HR, Finance, and other cross-functional teams to deliver cohesive, data-driven insights that support business goals."
FareHarbor_People_Data_Analyst__line28,FareHarbor_People_Data_Analyst,28,skills,0.3548,0.3041,0.1157,skills,"Proven ability to build reporting frameworks and dashboards from the ground up, establishing structure and standards where none exist."
FareHarbor_People_Data_Analyst__line29,FareHarbor_People_Data_Analyst,29,skills,0.1545,0.2481,0.0095,experience,Self-starter with a passion for scaling people analytics from foundational reporting to advanced insights and data storytelling.
FareHarbor_People_Data_Analyst__line30,FareHarbor_People_Data_Analyst,30,skills,0.5581,0.386,0.2698,skills,Strong analytical and problem-solving skills with excellent attention to detail and data accuracy.
FareHarbor_People_Data_Analyst__line31,FareHarbor_People_Data_Analyst,31,skills,0.3069,0.3415,0.0599,experience,"Proactive, curious, and solution-oriented, with a genuine interest in improving processes and building scalable analytics capabilities."
FareHarbor_People_Data_Analyst__line32,FareHarbor_People_Data_Analyst,32,skills,0.4823,0.4441,0.2116,skills,"Excellent communication and storytelling skills, able to turn complex data into clear, actionable insights for non-technical audiences."
FareHarbor_People_Data_Analyst__line33,FareHarbor_People_Data_Analyst,33,skills,0.3123,0.348,0.0993,experience,Collaborative approach with the ability to work effectively with HR and other cross-functional partners.
FareHarbor_People_Data_Analyst__line36,FareHarbor_People_Data_Analyst,36,education,0.2616,0.3331,0.5133,education,"Bachelor’s degree in Data Analytics, Business Administration, Human Resources, or a related field."
FareHarbor_People_Data_Analyst__line37,FareHarbor_People_Data_Analyst,37,experience,0.2118,0.3488,0.2616,experience,3-4 years of experience in people analytics preferably in a global environment.
FareHarbor_People_Data_Analyst__line38,FareHarbor_People_Data_Analyst,38,skills,0.3071,0.2533,0.1148,skills,Strong proficiency in Excel and Google Sheets; experience with data visualization; platforms like Tableau or Crunchr is a plus.
Flash Pack_people_partner__line32,Flash Pack_people_partner,32,mixed,0.1868,0.2315,0.1609,experience,"We're looking for a People Partner to join our People team. Over the next 12 months, we'll be focusing on some important challenges across performance, growth, and employee experience in a remote-first world."
Flash Pack_people_partner__line33,Flash Pack_people_partner,33,mixed,0.388,0.3792,0.1421,skills,"This is a role where you'll genuinely shape our people's experience - working closely with our Head of People & Talent to build the frameworks, programmes, and ways of working that help our teams do their best work in a remote-first world."
Flash Pack_people_partner__line34,Flash Pack_people_partner,34,mixed,0.3466,0.3258,0.0983,skills,"You'll work closely with our managers to understand what they and their teams need, build the tools and programmes that make a real difference, and partner with them to embed and bring it all to life. Whether that's coaching them through the people moments that matter, helping them get ahead of challenges before they become problems, or creating the infrastructure that makes great management easier."
Flash Pack_people_partner__line35,Flash Pack_people_partner,35,mixed,0.3827,0.416,0.1615,experience,"We're at an exciting stage where a lot of our people infrastructure needs evolving - onboarding, manager playbooks, performance frameworks, career development, ways of working. You'll need to love creating things from scratch, treating everything as a v1, and improving based on what you're actually seeing and hearing."
Flash Pack_people_partner__line36,Flash Pack_people_partner,36,mixed,0.2039,0.2727,0.022,experience,"Throughout all of it, you'll stay closely connected to our teams making sure what we build genuinely improves the experience of working at Flash Pack."
Flash Pack_people_partner__line37,Flash Pack_people_partner,37,experience,0.2471,0.23,0.2695,education,"In line with our salary framework, the salary for this role is £50,000 – £55,000, depending on experience."
Flash Pack_people_partner__line39,Flash Pack_people_partner,39,mixed,0.465,0.413,0.2021,skills,"Working closely with the Head of People & Talent to translate strategy into practical tools, frameworks, and processes - think onboarding, manager playbooks, 1:1 frameworks, performance frameworks, goal setting"
Flash Pack_people_partner__line40,Flash Pack_people_partner,40,mixed,0.2876,0.3304,0.1506,experience,"Being a trusted partner to our people managers - coaching them through the people moments that matter, helping them get ahead of challenges before they become problems, and bringing frameworks and ways of working to life in their teams"
Flash Pack_people_partner__line41,Flash Pack_people_partner,41,mixed,0.2825,0.3504,0.0678,experience,"Partnering with people managers and staying close to our teams - gathering insight, testing ideas, and validating outputs so that what we build makes a meaningful difference to the people doing the work"
Flash Pack_people_partner__line42,Flash Pack_people_partner,42,mixed,0.2145,0.3284,0.0542,experience,"Owning our engagement strategy - running surveys, making sense of the data, and working with managers to turn insight into action that genuinely improves the experience for their teams"
Flash Pack_people_partner__line43,Flash Pack_people_partner,43,mixed,0.3093,0.2768,0.1168,skills,"Supporting managers to build high-performing, connected teams - helping them create the clarity, confidence, and consistency their people need to thrive in a remote-first environment"
Flash Pack_people_partner__line44,Flash Pack_people_partner,44,mixed,0.362,0.326,0.0969,skills,"Designing and improving the workflows and processes that underpin how we operate - experimenting with AI tools, finding leaner ways to work, and embedding new ways of working so they actually stick"
Flash Pack_people_partner__line45,Flash Pack_people_partner,45,mixed,0.0443,0.0501,-0.0588,experience,What We'd Love To See From You
Flash Pack_people_partner__line46,Flash Pack_people_partner,46,mixed,0.2924,0.175,0.0584,skills,"You've worked in a scaling environment and you're comfortable when things aren't fully defined - you bring structure, know how to deal with ambiguity, and genuinely enjoy that kind of environment"
Flash Pack_people_partner__line47,Flash Pack_people_partner,47,mixed,0.2167,0.1849,0.2584,education,"You're someone people and managers want to come to- you build trust quickly, listen well, and give honest, useful guidance"
Flash Pack_people_partner__line48,Flash Pack_people_partner,48,mixed,0.2825,0.33,0.116,experience,"You have experience supporting managers across the people lifecycle - ER conversations, onboarding, engagement and team challenges and you're not fazed by the difficult stuff"
Flash Pack_people_partner__line49,Flash Pack_people_partner,49,mixed,0.2947,0.3982,0.0778,experience,"You've built people products before - onboarding programmes, manager toolkits, performance frameworks, or similar and you can show real examples of things you've made, iterated on, and improved based on what the data and insight told you"
Flash Pack_people_partner__line50,Flash Pack_people_partner,50,mixed,0.0909,0.0615,-0.0498,skills,"You have an execution mindset - you get energy from building and following through, you'd rather ship and iterate than wait for the perfect moment to launch"
Flash Pack_people_partner__line51,Flash Pack_people_partner,51,mixed,0.3642,0.329,0.0442,skills,You're curious about AI and actively experimenting with how it can improve the way a people function operates and build better experiences for the team
Flash Pack_people_partner__line52,Flash Pack_people_partner,52,mixed,0.3144,0.2959,0.2118,skills,"You have experience working in or with remote or distributed teams and you understand what good looks like- how to build connection, keep people engaged, and support managers who are leading across distance"
G-Research_Insight_Analyst__line20,G-Research_Insight_Analyst,20,mixed,0.1255,0.2483,-0.008,experience,"This position is based within the Data Analytics team, part of the wider Insights and Delivery function, which is collectively responsible for providing timely insights on business health and for the development and delivery of G-Research's strategy."
G-Research_Insight_Analyst__line21,G-Research_Insight_Analyst,21,mixed,0.1926,0.2236,0.001,experience,Data is at the heart of our business and we see the ability to embed data-driven insight into the fabric of daily management as a core driver of competitive advantage for the firm.
G-Research_Insight_Analyst__line22,G-Research_Insight_Analyst,22,mixed,0.3233,0.3036,0.104,skills,"As an Insight Analyst , you will be at the forefront of facilitating data-driven decision making across the business, working closely with senior leadership to structure, analyse and drive outcomes for complex and strategic problems."
G-Research_Insight_Analyst__line24,G-Research_Insight_Analyst,24,experience,0.2286,0.2319,0.049,experience,"Leading and delivering projects to improve business performance and decision making, using a variety of analytical and modelling techniques"
G-Research_Insight_Analyst__line25,G-Research_Insight_Analyst,25,experience,0.1977,0.2971,0.0417,experience,Supporting the smooth running and augmentation of business operations through the provision of insight on metrics that matter
G-Research_Insight_Analyst__line26,G-Research_Insight_Analyst,26,mixed,0.3178,0.32,0.0999,experience,"Working with senior leadership to identify key hypotheses and assumptions, quantifying and challenging throughout"
G-Research_Insight_Analyst__line27,G-Research_Insight_Analyst,27,skills,0.2932,0.2714,0.0488,skills,Visualising and communicating insights in a way which resonates with both technical and non-technical audiences
G-Research_Insight_Analyst__line28,G-Research_Insight_Analyst,28,skills,0.3533,0.2901,0.1725,skills,"Providing technical oversight and advice on modelling and simulation projects, mentoring other members of the team"
G-Research_Insight_Analyst__line30,G-Research_Insight_Analyst,30,mixed,0.5315,0.4135,0.4137,skills,The ideal candidate will have the following skills and experience:
G-Research_Insight_Analyst__line31,G-Research_Insight_Analyst,31,experience,0.2461,0.2364,0.1109,skills,"Practical experience in a business analytics setting, preferably in a fast-paced, dynamic environment"
G-Research_Insight_Analyst__line32,G-Research_Insight_Analyst,32,mixed,0.2966,0.251,0.0958,skills,"Demonstrable experience of owning and delivering end-to-end analytics projects; experience of modelling and simulation, such as discrete events, systems dynamics and optimisation, is highly preferential"
G-Research_Insight_Analyst__line33,G-Research_Insight_Analyst,33,education,0.3581,0.2939,0.5064,education,"Strong academic credentials, including a minimum 2.1 degree or equivalent"
G-Research_Insight_Analyst__line34,G-Research_Insight_Analyst,34,skills,0.4435,0.4012,0.2059,skills,"Strong communication and facilitation skills, with the ability to engage C-Suite stakeholders"
G-Research_Insight_Analyst__line35,G-Research_Insight_Analyst,35,skills,0.524,0.2723,0.1939,skills,"Ability to dissect ambiguous problems, identifying key drivers and determining the appropriate analytical techniques to apply"
G-Research_Insight_Analyst__line36,G-Research_Insight_Analyst,36,skills,0.3623,0.3668,0.1341,experience,"High proficiency at creating end-to-end reporting solutions, including data extraction, cleaning, analysis and report building"
G-Research_Insight_Analyst__line37,G-Research_Insight_Analyst,37,skills,0.2843,0.2363,0.1977,skills,A good understanding of statistics and the ability to apply statistical methods to their modelling and analysis
G-Research_Insight_Analyst__line38,G-Research_Insight_Analyst,38,skills,0.2749,0.2626,0.0226,skills,A willingness to evangelise best practice and mentor colleagues
G-Research_Insight_Analyst__line40,G-Research_Insight_Analyst,40,skills,0.1948,0.1719,0.0658,skills,"Experience with SQL, Python, Tableau or similar is highly beneficial."
Grafana Labs People Analytics Analyst__line31,Grafana Labs People Analytics Analyst,31,mixed,0.2177,0.2342,0.0972,experience,"We are looking for a People Analytics Analyst to join our recently formed People Analytics team and serve as a strategic, data-driven partner to leaders across the business. This role blends strong analytical and technical skills with a consultative, business-facing mindset — someone who loves working with data and using it to influence decisions."
Grafana Labs People Analytics Analyst__line32,Grafana Labs People Analytics Analyst,32,mixed,0.2084,0.3641,0.0812,experience,"This role will partner closely with HR Business Partners, the People Leadership Team (PLT), senior business leaders, and teams across the broader People organization (e.g., Talent Acquisition, L&D, Total Rewards, Workday), translating complex people data into clear insights, narratives, and recommendations. A significant focus of this role will be supporting Sales and Go-To-Market (GTM) organizations, using workforce data to help leaders understand performance, retention, hiring, and organizational effectiveness within revenue-generating teams. You will report to the Director of People Analytics."
Grafana Labs People Analytics Analyst__line33,Grafana Labs People Analytics Analyst,33,mixed,0.1602,0.2716,0.0107,experience,"The People Analytics function is entering its next phase of growth — expanding beyond foundational reporting into deeper insights, standardization, and proactive workforce analytics. This role will play a critical part in shaping how people data is used to understand organizational health, guide strategy, and support leaders in solving real business problems."
Grafana Labs People Analytics Analyst__line34,Grafana Labs People Analytics Analyst,34,mixed,0.2402,0.3459,0.1672,experience,"If you’re excited about being both a hands-on data practitioner and a trusted advisor to the business, particularly in fast-paced, performance-driven environments like Sales, we’d love to hear from you."
Grafana Labs People Analytics Analyst__line36,Grafana Labs People Analytics Analyst,36,experience,0.1811,0.2889,0.071,experience,"Serve as a go-to, business-facing People Analytics expert for People Team Business Partners, the People Leadership Team, and senior business leaders — tracking against organizational health metrics and people plan objectives, always close to the business and its biggest workforce challenges, with a strong focus on supporting Sales and Go-To-Market (GTM) organizations."
Grafana Labs People Analytics Analyst__line37,Grafana Labs People Analytics Analyst,37,experience,0.2817,0.4088,0.219,experience,"Conduct and deliver ongoing workforce analysis, QBRs, and ad hoc analytics that inform and drive better business decisions."
Grafana Labs People Analytics Analyst__line38,Grafana Labs People Analytics Analyst,38,skills,0.199,0.3172,0.0623,experience,"Lead data storytelling: translate complex people data into clear, compelling narratives and recommendations tailored to executive and leadership audiences"
Grafana Labs People Analytics Analyst__line39,Grafana Labs People Analytics Analyst,39,mixed,0.3017,0.3991,0.2234,experience,"Proactively partner with BPs and leaders on strategic areas of focus (e.g., attrition, hiring, performance, mobility, retention, org design), using data to identify trends, risks, and opportunities."
Grafana Labs People Analytics Analyst__line40,Grafana Labs People Analytics Analyst,40,skills,0.1808,0.3482,0.0614,experience,"Bring curiosity and tenacity to connecting data across disparate people systems — uncovering trends, risks, and opportunities across attrition, hiring, performance, mobility, org health, and more"
Grafana Labs People Analytics Analyst__line41,Grafana Labs People Analytics Analyst,41,skills,0.3063,0.3008,0.0237,skills,"Develop rapid 'v0.5' analytical solutions from the front lines, then partner with the broader People Analytics team to scale and productionize them"
Grafana Labs People Analytics Analyst__line42,Grafana Labs People Analytics Analyst,42,skills,0.316,0.2271,0.0934,skills,"Leverage AI tools and automation throughout your workflow — from analysis and reporting to insight generation — while applying your expertise to guide, correct, and elevate AI output"
Grafana Labs People Analytics Analyst__line43,Grafana Labs People Analytics Analyst,43,mixed,0.4747,0.4165,0.2837,skills,"Use data skills, curiosity and People Analytics expertise to develop scalable SQL modeling, business-facing dashboards, automated reporting and AI solutions."
Grafana Labs People Analytics Analyst__line44,Grafana Labs People Analytics Analyst,44,mixed,0.1946,0.2546,0.074,experience,"Drive forward the strategic roadmap of the People Analytics function, including expanding reporting and analytics capabilities, establishing and evolving KPIs, and leading key projects in critical business areas."
Grafana Labs People Analytics Analyst__line46,Grafana Labs People Analytics Analyst,46,experience,0.2924,0.4163,0.1745,experience,"Experience in a people analytics, HR analytics, or workforce analytics role with meaningful exposure to business-facing stakeholders"
Grafana Labs People Analytics Analyst__line47,Grafana Labs People Analytics Analyst,47,skills,0.2063,0.242,1e-04,experience,An endlessly curious analytical mindset — you love connecting data together and seeing what it reveals
Grafana Labs People Analytics Analyst__line48,Grafana Labs People Analytics Analyst,48,skills,0.2778,0.2496,0.1176,skills,"SQL proficiency: writing complex, efficient queries is a regular part of your workflow (BigQuery, Snowflake, or similar)"
Grafana Labs People Analytics Analyst__line49,Grafana Labs People Analytics Analyst,49,skills,0.4843,0.4102,0.2242,skills,Strong AI skills and genuine interest in using AI tools to improve how you work — you proactively seek AI-driven solutions and apply your domain expertise to guide and validate them
Grafana Labs People Analytics Analyst__line50,Grafana Labs People Analytics Analyst,50,skills,0.1619,0.209,0.0798,experience,"Advanced experience with Excel and/or Google Sheets for analysis, modeling, and quick-turn insights"
Grafana Labs People Analytics Analyst__line51,Grafana Labs People Analytics Analyst,51,skills,0.1343,0.1757,-0.0411,experience,"Experience with data visualization and BI tools (PowerBI, Tableau, Looker; Grafana BI a plus) with an interest in enabling self-service analytics"
Grafana Labs People Analytics Analyst__line52,Grafana Labs People Analytics Analyst,52,experience,0.2358,0.3004,0.2252,experience,"Experience working with people data from HR systems such as Workday, Greenhouse, LMS platforms, or similar"
Grafana Labs People Analytics Analyst__line53,Grafana Labs People Analytics Analyst,53,skills,0.3695,0.3427,0.086,skills,"Strong presentation and storytelling skills — you can translate complex data into clear, compelling insights for non-technical audiences"
Grafana Labs People Analytics Analyst__line54,Grafana Labs People Analytics Analyst,54,skills,0.4034,0.4585,0.2989,experience,Excellent communication and stakeholder management skills; you build trust and credibility with HR partners and business leaders
HP Software_Business Solution Architect__line5,HP Software_Business Solution Architect,5,experience,0.1013,0.2513,0.0894,experience,|10 years of exp
HP Software_Business Solution Architect__line17,HP Software_Business Solution Architect,17,skills,0.6028,0.4494,0.2321,skills,Skills
HP Software_Business Solution Architect__line18,HP Software_Business Solution Architect,18,skills,0.0501,0.0268,-0.0819,skills,Modeling Graphical Representation
HP Software_Business Solution Architect__line19,HP Software_Business Solution Architect,19,skills,0.1453,0.158,0.0097,experience,Supply Applications
HP Software_Business Solution Architect__line23,HP Software_Business Solution Architect,23,mixed,0.169,0.2365,-0.0027,experience,"The role of the Supply Chain and Operations (SC&O) function is to Plan, Source, Make and Deliver HP Inc. products and services for our channel partners, customers and internal use on a global basis. The function also includes coordination and collaboration with multiple internal and external partners, e.g. suppliers, intermediaries, third-party service providers and customers. Job family encompass SC&O Strategic Development, Business Operations, Strategic Procurement, Procurement Operations (including sourcing and logistics), Materials & Distribution and Manufacturing Operations, Global Product Compliance & Sustainable Impact. This role will have a specific focus on Global Product Compliance & Sustainable Impact."
HP Software_Business Solution Architect__line25,HP Software_Business Solution Architect,25,mixed,0.2117,0.2158,0.0354,experience,Strategic Development for HP Global Product Compliance & Sustainable Impact organization
HP Software_Business Solution Architect__line26,HP Software_Business Solution Architect,26,mixed,0.3424,0.3212,0.2258,skills,"The Business Architect's architecture is the ""connective tissue"" that integrates strategies across multiple programs and projects and ensures alignment with business strategies and outcomes. This ""connective tissue"" is a series of explicit graphical models that, at a minimum, define and describe the goals the business is trying to achieve, the processes needed to be performed to meet these goals, the data needed to perform the processes, and the roles and responsibilities required to perform the process activities. Architects design various processes and documents that companies use to pursue their core values, align business practices and execute plans. These architects produce supporting documents, such as maps, models, process diagrams and presentations, to communicate their ideas and advise others. They provide support and guidance in consultations that assess a business's capabilities, establish goals and communicate designs to clients, executives and other managers. This multifaceted job profile requires technical proficiencies and interpersonal skills."
HP Software_Business Solution Architect__line37,HP Software_Business Solution Architect,37,skills,0.6086,0.3979,0.3631,skills,Knowledge and Skills Desired
HP Software_Business Solution Architect__line38,HP Software_Business Solution Architect,38,skills,0.2686,0.1557,0.0892,skills,Planning and analysis experience including modeling graphical representation and abstractions
HP Software_Business Solution Architect__line39,HP Software_Business Solution Architect,39,mixed,0.3031,0.293,0.1243,skills,Systems and/or supply applications background (10+ years) with proficiency in learning software quickly
HP Software_Business Solution Architect__line40,HP Software_Business Solution Architect,40,skills,0.4451,0.3654,0.292,skills,"Advanced communication skills, catered to a wide variety and levels of audiences"
HP Software_Business Solution Architect__line41,HP Software_Business Solution Architect,41,skills,0.2087,0.33,0.0731,experience,Superior business acumen
HP Software_Business Solution Architect__line42,HP Software_Business Solution Architect,42,skills,0.1826,0.2266,0.1092,experience,Strong understanding of how to apply policies and procedures to business process transformation
HP Software_Business Solution Architect__line43,HP Software_Business Solution Architect,43,skills,0.4511,0.3456,0.1528,skills,"Advanced multi-tasking, problem-solving, and prioritization skills"
HP Software_Business Solution Architect__line44,HP Software_Business Solution Architect,44,skills,0.4211,0.3611,0.2518,skills,"Advanced consulting, influence, and negotiation skills"
HP Software_Business Solution Architect__line45,HP Software_Business Solution Architect,45,skills,0.197,0.1549,-0.0694,skills,Group session facilitation
HP Software_Business Solution Architect__line46,HP Software_Business Solution Architect,46,mixed,0.3504,0.4111,0.1965,experience,"Product and Corporate Compliance, Environmental and Social Impact, and/or ESG domain/function knowledge, expertise, and experience"
HP Software_Business Solution Architect__line47,HP Software_Business Solution Architect,47,skills,0.3504,0.3855,0.1486,experience,Cross-Org Skills:
HP Software_Business Solution Architect__line48,HP Software_Business Solution Architect,48,skills,0.267,0.2079,0.0084,skills,Effective Communication
HP Software_Business Solution Architect__line49,HP Software_Business Solution Architect,49,skills,0.0271,0.1177,-0.0365,experience,Results Orientation
HP Software_Business Solution Architect__line50,HP Software_Business Solution Architect,50,skills,0.2974,0.1343,0.0332,skills,Learning Agility
HP Software_Business Solution Architect__line51,HP Software_Business Solution Architect,51,skills,0.3457,0.2683,0.1464,skills,Digital Fluency
HP Software_Business Solution Architect__line52,HP Software_Business Solution Architect,52,skills,0.1021,0.2136,-0.0257,experience,Customer Centricity
HP Software_Business Solution Architect__line53,HP Software_Business Solution Architect,53,education,0.4118,0.44,0.5705,education,Education and Experience Required
HP Software_Business Solution Architect__line54,HP Software_Business Solution Architect,54,education,0.2939,0.4008,0.5738,education,"Four-year or Graduate Degree in Computer Science, Engineering, Business Administration, or any other related discipline or commensurate work experience or demonstrated competence."
HP Software_Business Solution Architect__line55,HP Software_Business Solution Architect,55,experience,0.2823,0.4187,0.3562,experience,Typically has 10+ years of work experience in supply chain or related field.
HP Software_Business Solution Architect__line56,HP Software_Business Solution Architect,56,experience,0.3119,0.4146,0.3089,experience,Typically has 5+ years of experience in direct/indirect people leadership.
Hero_Group_HR_Tech_People_Analytics_Specialist__line26,Hero_Group_HR_Tech_People_Analytics_Specialist,26,mixed,0.3105,0.3111,0.1385,experience,"We are looking for an HR Tech & People Analytics Specialist to act as a key enabler of our HR optimization. By connecting process design, technology enablement, data, and analytics, you will ensure that our HR decisions are supported by clear workflows, meaningful KPIs, and actionable insights."
Hero_Group_HR_Tech_People_Analytics_Specialist__line28,Hero_Group_HR_Tech_People_Analytics_Specialist,28,experience,0.3208,0.4419,0.1866,experience,"You will play a vital role in ensuring robust HR processes, reliable people data, and the effective use of technology across the entire employee lifecycle:"
Hero_Group_HR_Tech_People_Analytics_Specialist__line29,Hero_Group_HR_Tech_People_Analytics_Specialist,29,experience,0.2892,0.3181,0.0931,experience,"Process & Journey Optimization: You will lead the coordination of HR process mapping initiatives, ensuring end-to-end employee journeys serve as the foundation for technology optimization and data definition. You will execute optimization initiatives leveraging process excellence HR technology, data, and employee and experience principles."
Hero_Group_HR_Tech_People_Analytics_Specialist__line30,Hero_Group_HR_Tech_People_Analytics_Specialist,30,experience,0.2199,0.2715,0.1865,experience,"Data & Analytics Governance: You will centralize, manage, and govern HR master data to ensure consistency, accuracy, and reliability across HR systems. You will also define and maintain people analytics and reporting frameworks, tracking metrics related to employee experience and process effectiveness."
Hero_Group_HR_Tech_People_Analytics_Specialist__line31,Hero_Group_HR_Tech_People_Analytics_Specialist,31,experience,0.4104,0.4403,0.2526,experience,"Technology & Systems: You will contribute to the implementation and continuous improvement of HR systems (such as SuccessFactors or similar platforms), ensuring alignment with HR governance, data privacy, and quality standards."
Hero_Group_HR_Tech_People_Analytics_Specialist__line32,Hero_Group_HR_Tech_People_Analytics_Specialist,32,skills,0.3969,0.3553,0.1893,skills,"AI & Innovation: You will identify opportunities for automation, digitalization, and AI use cases across HR. You will contribute to the responsible adoption of AI-enabled solutions, translating emerging tech into practical use cases."
Hero_Group_HR_Tech_People_Analytics_Specialist__line33,Hero_Group_HR_Tech_People_Analytics_Specialist,33,experience,0.2859,0.2783,0.0574,skills,"Change & Stakeholder Management: You will act as a key bridge between HR teams, IT and external providers. You will support change management activities related to technology and AI, fostering adoption and sustainable ways of working."
Hero_Group_HR_Tech_People_Analytics_Specialist__line37,Hero_Group_HR_Tech_People_Analytics_Specialist,37,education,0.3245,0.3666,0.5556,education,"Education: University degree in Human Resources, Business Administration, Engineering, Economics, or a closely related field."
Hero_Group_HR_Tech_People_Analytics_Specialist__line38,Hero_Group_HR_Tech_People_Analytics_Specialist,38,experience,0.3564,0.4291,0.3428,experience,"Experience: 3-6 years of proven experience in HR Tech, People Analytics, HR Process Optimization, HR Transformation, or HR Consulting. Experience working in multinational/cross-cultural environments is required."
Hero_Group_HR_Tech_People_Analytics_Specialist__line39,Hero_Group_HR_Tech_People_Analytics_Specialist,39,skills,0.5099,0.3369,0.4319,skills,Language Skills: Fluent Spanish (native or C2 level) and advanced English (C1 level).
Hero_Group_HR_Tech_People_Analytics_Specialist__line40,Hero_Group_HR_Tech_People_Analytics_Specialist,40,skills,0.4121,0.4293,0.1987,experience,"Tech-Savvy: Hands-on experience with SuccessFactors or similar HRIS platforms (e.g., Workday, Oracle HCM). Exposure to or hands-on experience with AI-enabled tools or advanced analytics applied to HR."
Hero_Group_HR_Tech_People_Analytics_Specialist__line41,Hero_Group_HR_Tech_People_Analytics_Specialist,41,skills,0.5413,0.4431,0.4278,skills,Key Competencies:
Hero_Group_HR_Tech_People_Analytics_Specialist__line42,Hero_Group_HR_Tech_People_Analytics_Specialist,42,skills,0.3136,0.3202,0.0947,experience,A strong process- and experience-oriented mindset.
Hero_Group_HR_Tech_People_Analytics_Specialist__line43,Hero_Group_HR_Tech_People_Analytics_Specialist,43,skills,0.3246,0.3485,0.1744,experience,"Solid understanding of HR technology, people analytics, and emerging AI trends."
Hero_Group_HR_Tech_People_Analytics_Specialist__line44,Hero_Group_HR_Tech_People_Analytics_Specialist,44,skills,0.3448,0.2875,0.1043,skills,"High level of ownership, autonomy, and accountability."
Hero_Group_HR_Tech_People_Analytics_Specialist__line45,Hero_Group_HR_Tech_People_Analytics_Specialist,45,skills,0.5188,0.4472,0.2592,skills,"Clear communication skills with the ability to translate complex HR services into structured, scalable solutions."
Hero_Group_HR_Tech_People_Analytics_Specialist__line70,Hero_Group_HR_Tech_People_Analytics_Specialist,70,education,0.2307,0.3139,0.5731,education,• Bachelor's Degree
Hero_Group_HR_Tech_People_Analytics_Specialist__line71,Hero_Group_HR_Tech_People_Analytics_Specialist,71,experience,0.2716,0.4002,0.3013,experience,• 3+ years of Human Resources Services experience
Johnson_Controls_People Insights_Partner __line26,Johnson_Controls_People Insights_Partner ,26,education,0.035,-0.0045,0.0532,education,School alum from Высшая Школа Экономики
Johnson_Controls_People Insights_Partner __line37,Johnson_Controls_People Insights_Partner ,37,mixed,0.2638,0.3574,0.0552,experience,"The People Insights Partner acts as a strategic partner to HR and business leaders, utilizing data-driven insights to inform critical decisions. This role merges HR expertise with analytical skills to tackle workforce challenges and create actionable recommendations."
Johnson_Controls_People Insights_Partner __line39,Johnson_Controls_People Insights_Partner ,39,mixed,0.2217,0.3015,0.037,experience,Serve as an analytics partner to business leaders
Johnson_Controls_People Insights_Partner __line40,Johnson_Controls_People Insights_Partner ,40,mixed,0.3108,0.2539,0.1654,skills,"Understand business context, challenges, and objectives"
Johnson_Controls_People Insights_Partner __line41,Johnson_Controls_People Insights_Partner ,41,mixed,0.2169,0.3286,0.0226,experience,Identify opportunities for people analytics to drive impact
Johnson_Controls_People Insights_Partner __line42,Johnson_Controls_People Insights_Partner ,42,mixed,0.2977,0.2816,0.0784,skills,Participate in leadership discussions with real-time insights
Johnson_Controls_People Insights_Partner __line43,Johnson_Controls_People Insights_Partner ,43,mixed,0.2523,0.139,0.0471,skills,Challenge assumptions with data-driven perspectives
Johnson_Controls_People Insights_Partner __line44,Johnson_Controls_People Insights_Partner ,44,mixed,0.1697,0.1912,0.1176,experience,Formulate hypotheses and recommend analytical approaches
Johnson_Controls_People Insights_Partner __line45,Johnson_Controls_People Insights_Partner ,45,mixed,0.1011,0.14,0.0137,experience,Create an analytics agenda aligned with business priorities
Johnson_Controls_People Insights_Partner __line46,Johnson_Controls_People Insights_Partner ,46,mixed,0.3009,0.3626,0.2521,experience,Educate leaders on workforce metrics and analytical methods
Johnson_Controls_People Insights_Partner __line47,Johnson_Controls_People Insights_Partner ,47,mixed,0.2721,0.3615,0.2449,experience,Conduct complex ad-hoc analyses using HR and business data
Johnson_Controls_People Insights_Partner __line48,Johnson_Controls_People Insights_Partner ,48,skills,0.1497,0.1383,-0.052,skills,Build real-time visualizations to answer emerging questions
Johnson_Controls_People Insights_Partner __line49,Johnson_Controls_People Insights_Partner ,49,skills,0.1197,0.2466,0.1125,experience,Apply statistical methods to validate hypotheses and identify patterns
Johnson_Controls_People Insights_Partner __line50,Johnson_Controls_People Insights_Partner ,50,mixed,0.1252,0.2514,0.1068,experience,Combine multiple data sources for comprehensive workforce views
