jd_id,cv,prompt,run_id,source,model,temperature,score,score_100,verdict,human_holistic_label,latency_s,prompt_tokens,output_tokens,total_tokens,error
QIT Software_data_scientist,cv_hr,P0,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,10.2,1977,9,1986,
Senior_AI Engineer_MoveUp,cv_hr,P0,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,5.86,1834,9,1843,
Senior_AI Engineer_MoveUp,cv_hr,P0,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,10.16,1834,9,1843,
Senior_AI Engineer_MoveUp,cv_hr,P0,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,4.68,1834,9,1843,
maki_people_senior_psychometrician,cv_engineer,P0,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,4.65,2193,9,2202,
maki_people_senior_psychometrician,cv_engineer,P0,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,9.37,2193,9,2202,
maki_people_senior_psychometrician,cv_engineer,P0,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,8.93,2193,9,2202,
Accenture_Talent_Transformation_Manager,cv_engineer,P0,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,4.36,2678,9,2687,
Accenture_Talent_Transformation_Manager,cv_engineer,P0,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,9.41,2678,9,2687,
Accenture_Talent_Transformation_Manager,cv_engineer,P0,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,10.59,2678,9,2687,
Arrive_People_Analytics_Lead,cv_engineer,P0,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,9.65,2477,9,2486,
Arrive_People_Analytics_Lead,cv_engineer,P0,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,0.68,2477,9,2486,
Arrive_People_Analytics_Lead,cv_engineer,P0,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,18.17,2477,9,2486,
Atlantica Sustainable Infrastructure_Talent_Culture Analyst,cv_engineer,P0,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,0.66,1810,9,1819,
Atlantica Sustainable Infrastructure_Talent_Culture Analyst,cv_engineer,P0,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,12.33,1810,9,1819,
Atlantica Sustainable Infrastructure_Talent_Culture Analyst,cv_engineer,P0,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,4.49,1810,9,1819,
Canonical_talent_scientst,cv_engineer,P0,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,12.02,2457,9,2466,
Canonical_talent_scientst,cv_engineer,P0,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,10.85,2457,9,2466,
Canonical_talent_scientst,cv_engineer,P0,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,0.58,2457,9,2466,
Dandelion_Civilization_Psychometric Modeling_Analyst,cv_engineer,P0,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,4.28,1785,9,1794,
Dandelion_Civilization_Psychometric Modeling_Analyst,cv_engineer,P0,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,13.61,1785,9,1794,
Dandelion_Civilization_Psychometric Modeling_Analyst,cv_engineer,P0,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,7.28,1785,9,1794,
DataAnnotation_Quantitative_Psychologist_AI_Trainer,cv_engineer,P0,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,2.84,1946,9,1955,
DataAnnotation_Quantitative_Psychologist_AI_Trainer,cv_engineer,P0,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,10.18,1946,9,1955,
DataAnnotation_Quantitative_Psychologist_AI_Trainer,cv_engineer,P0,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,4.08,1946,9,1955,
G-Research_Insight_Analyst,cv_engineer,P0,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,10.96,1831,9,1840,
G-Research_Insight_Analyst,cv_engineer,P0,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,10.24,1831,9,1840,
G-Research_Insight_Analyst,cv_engineer,P0,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,9.15,1831,9,1840,
Johnson_Controls_People Insights_Partner ,cv_engineer,P0,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,5.56,1852,9,1861,
Johnson_Controls_People Insights_Partner ,cv_engineer,P0,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,10.74,1852,9,1861,
Johnson_Controls_People Insights_Partner ,cv_engineer,P0,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,10.95,1852,9,1861,
LinkedIn_HR_Data_Engineer_People_Analytics ,cv_engineer,P0,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,8.31,2332,9,2341,
LinkedIn_HR_Data_Engineer_People_Analytics ,cv_engineer,P0,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,10.54,2332,9,2341,
LinkedIn_HR_Data_Engineer_People_Analytics ,cv_engineer,P0,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,19.22,2332,9,2341,
Proofpoint_People_Data_Analyst,cv_engineer,P0,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,0.75,2039,9,2048,
Proofpoint_People_Data_Analyst,cv_engineer,P0,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,9.26,2039,9,2048,
Proofpoint_People_Data_Analyst,cv_engineer,P0,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,8.03,2039,9,2048,
QIC_Digital_Hub_data_analyst,cv_engineer,P0,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,0.76,1712,9,1721,
QIC_Digital_Hub_data_analyst,cv_engineer,P0,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,12.84,1712,9,1721,
QIC_Digital_Hub_data_analyst,cv_engineer,P0,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,1.76,1712,9,1721,
angels-space-art-director,cv_engineer,P0,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,4.59,2089,9,2098,
angels-space-art-director,cv_engineer,P0,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,10.4,2089,9,2098,
angels-space-art-director,cv_engineer,P0,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,10.86,2089,9,2098,
anglian-water-lead-systems-engineer,cv_engineer,P0,1,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,,10.5,1852,9,1861,
anglian-water-lead-systems-engineer,cv_engineer,P0,2,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,,13.63,1852,9,1861,
anglian-water-lead-systems-engineer,cv_engineer,P0,3,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,,13.75,1852,9,1861,
bazaarvoice-provisioning-analyst,cv_engineer,P0,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,11.17,1959,9,1968,
bazaarvoice-provisioning-analyst,cv_engineer,P0,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,3.26,1959,9,1968,
bazaarvoice-provisioning-analyst,cv_engineer,P0,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,5.0,1959,9,1968,
bpostgroup_People_Analytics_Data_Scientist ,cv_engineer,P0,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,3.81,1805,9,1814,
bpostgroup_People_Analytics_Data_Scientist ,cv_engineer,P0,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,12.93,1805,9,1814,
bpostgroup_People_Analytics_Data_Scientist ,cv_engineer,P0,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,12.39,1805,9,1814,
codility_assessment_scientist,cv_engineer,P0,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,12.42,2918,9,2927,
codility_assessment_scientist,cv_engineer,P0,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,5.11,2918,9,2927,
codility_assessment_scientist,cv_engineer,P0,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,13.72,2918,9,2927,
freeplay_data_scientist,cv_engineer,P0,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,3.31,1353,9,1362,
freeplay_data_scientist,cv_engineer,P0,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,5.1,1353,9,1362,
freeplay_data_scientist,cv_engineer,P0,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,11.02,1353,9,1362,
lightning-ai-frontend-engineer,cv_engineer,P0,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,10.32,1654,9,1663,
lightning-ai-frontend-engineer,cv_engineer,P0,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,0.61,1654,9,1663,
lightning-ai-frontend-engineer,cv_engineer,P0,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,1.66,1654,9,1663,
meta_data_analyst,cv_engineer,P0,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,14.18,2213,9,2222,
meta_data_analyst,cv_engineer,P0,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,6.59,2213,9,2222,
meta_data_analyst,cv_engineer,P0,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,4.33,2213,9,2222,
skillvue_people_scientist,cv_engineer,P0,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,5.69,1587,9,1596,
skillvue_people_scientist,cv_engineer,P0,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,0.63,1587,9,1596,
skillvue_people_scientist,cv_engineer,P0,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,13.0,1587,9,1596,
sorare-marketing-graphic-designer,cv_engineer,P0,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,0.61,1985,9,1994,
sorare-marketing-graphic-designer,cv_engineer,P0,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,13.15,1985,9,1994,
sorare-marketing-graphic-designer,cv_engineer,P0,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,0.79,1985,9,1994,
the_world_bank_consultant_agent_evaluation,cv_engineer,P0,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,13.33,1584,9,1593,
the_world_bank_consultant_agent_evaluation,cv_engineer,P0,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,7.65,1584,9,1593,
the_world_bank_consultant_agent_evaluation,cv_engineer,P0,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,11.22,1584,9,1593,
unicef_people_culture_specialist,cv_engineer,P0,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,4.63,1777,9,1786,
unicef_people_culture_specialist,cv_engineer,P0,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,21.43,1777,9,1786,
unicef_people_culture_specialist,cv_engineer,P0,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,13.47,1777,9,1786,
 Product_Growth_Analyst_wiris,cv_engineer,P0,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,5.37,1826,9,1835,
 Product_Growth_Analyst_wiris,cv_engineer,P0,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,0.61,1826,9,1835,
 Product_Growth_Analyst_wiris,cv_engineer,P0,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,9.33,1826,9,1835,
AI_Video_Editor_PARTNERS,cv_engineer,P0,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,3.88,1463,9,1472,
AI_Video_Editor_PARTNERS,cv_engineer,P0,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,11.3,1463,9,1472,
AI_Video_Editor_PARTNERS,cv_engineer,P0,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,4.58,1463,9,1472,
Applied_AI_Engineer_Impress,cv_engineer,P0,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,9.24,1784,9,1793,
Applied_AI_Engineer_Impress,cv_engineer,P0,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,0.68,1784,9,1793,
Applied_AI_Engineer_Impress,cv_engineer,P0,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,9.06,1784,9,1793,
Customer_success_specialist_CareWise,cv_engineer,P0,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,13.15,1704,9,1713,
Customer_success_specialist_CareWise,cv_engineer,P0,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,10.22,1704,9,1713,
Customer_success_specialist_CareWise,cv_engineer,P0,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,4.3,1704,9,1713,
Data_Architect_Hanna_Robulets_Company,cv_engineer,P0,1,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,,8.98,1486,9,1495,
Data_Architect_Hanna_Robulets_Company,cv_engineer,P0,2,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,,8.62,1486,9,1495,
Data_Architect_Hanna_Robulets_Company,cv_engineer,P0,3,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,,19.81,1486,9,1495,
Digital_Learning_Applications_Schneider_Electric,cv_engineer,P0,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,11.1,2348,9,2357,
Digital_Learning_Applications_Schneider_Electric,cv_engineer,P0,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,4.32,2348,9,2357,
Digital_Learning_Applications_Schneider_Electric,cv_engineer,P0,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,8.38,2348,9,2357,
QIT Software_data_scientist,cv_engineer,P0,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,12.37,1592,9,1601,
QIT Software_data_scientist,cv_engineer,P0,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,7.1,1592,9,1601,
QIT Software_data_scientist,cv_engineer,P0,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,,5.94,1592,9,1601,
Senior_AI Engineer_MoveUp,cv_engineer,P0,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,13.65,1449,9,1458,
Senior_AI Engineer_MoveUp,cv_engineer,P0,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,15.09,1449,9,1458,
Senior_AI Engineer_MoveUp,cv_engineer,P0,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,10.7,1449,9,1458,
maki_people_senior_psychometrician,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,3,,Apply,3.0,5.55,2432,9,2441,
maki_people_senior_psychometrician,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,3,,Apply,3.0,6.02,2432,9,2441,
maki_people_senior_psychometrician,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,3,,Apply,3.0,6.71,2432,9,2441,
Accenture_Talent_Transformation_Manager,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,2.0,11.14,2917,9,2926,
Accenture_Talent_Transformation_Manager,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,2.0,1.64,2917,9,2926,
Accenture_Talent_Transformation_Manager,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,2.0,3.32,2917,9,2926,
Arrive_People_Analytics_Lead,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,1.0,4.55,2716,9,2725,
Arrive_People_Analytics_Lead,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,1.0,4.45,2716,9,2725,
Arrive_People_Analytics_Lead,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,1.0,1.45,2716,9,2725,
Atlantica Sustainable Infrastructure_Talent_Culture Analyst,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,1.0,11.72,2049,9,2058,
Atlantica Sustainable Infrastructure_Talent_Culture Analyst,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,1.0,6.72,2049,9,2058,
Atlantica Sustainable Infrastructure_Talent_Culture Analyst,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,1.0,8.75,2049,9,2058,
Canonical_talent_scientst,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,3,,Apply,2.0,5.62,2696,9,2705,
Canonical_talent_scientst,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,3,,Apply,2.0,1.86,2696,9,2705,
Canonical_talent_scientst,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,3,,Apply,2.0,0.75,2696,9,2705,
Dandelion_Civilization_Psychometric Modeling_Analyst,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,3,,Apply,3.0,1.4,2024,9,2033,
Dandelion_Civilization_Psychometric Modeling_Analyst,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,3,,Apply,3.0,3.71,2024,9,2033,
Dandelion_Civilization_Psychometric Modeling_Analyst,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,3,,Apply,3.0,1.04,2024,9,2033,
DataAnnotation_Quantitative_Psychologist_AI_Trainer,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,3,,Apply,2.0,6.73,2185,9,2194,
DataAnnotation_Quantitative_Psychologist_AI_Trainer,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,3,,Apply,2.0,0.48,2185,9,2194,
DataAnnotation_Quantitative_Psychologist_AI_Trainer,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,3,,Apply,2.0,0.52,2185,9,2194,
G-Research_Insight_Analyst,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,2.0,10.41,2070,9,2079,
G-Research_Insight_Analyst,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,2.0,10.13,2070,9,2079,
G-Research_Insight_Analyst,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,2.0,7.45,2070,9,2079,
Johnson_Controls_People Insights_Partner ,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,3,,Apply,2.0,4.41,2091,9,2100,
Johnson_Controls_People Insights_Partner ,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,2.0,0.53,2091,9,2100,
Johnson_Controls_People Insights_Partner ,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,3,,Apply,2.0,8.7,2091,9,2100,
LinkedIn_HR_Data_Engineer_People_Analytics ,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,1.0,4.35,2571,9,2580,
LinkedIn_HR_Data_Engineer_People_Analytics ,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,1.0,7.24,2571,9,2580,
LinkedIn_HR_Data_Engineer_People_Analytics ,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,1.0,2.46,2571,9,2580,
Proofpoint_People_Data_Analyst,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,2.0,5.9,2278,9,2287,
Proofpoint_People_Data_Analyst,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,2.0,8.82,2278,9,2287,
Proofpoint_People_Data_Analyst,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,2.0,5.9,2278,9,2287,
QIC_Digital_Hub_data_analyst,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,1.0,7.31,1951,9,1960,
QIC_Digital_Hub_data_analyst,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,1.0,2.59,1951,9,1960,
QIC_Digital_Hub_data_analyst,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,1.0,7.12,1951,9,1960,
angels-space-art-director,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,0.0,3.33,2328,9,2337,
angels-space-art-director,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,0.0,16.41,2328,9,2337,
angels-space-art-director,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,0.0,1.89,2328,9,2337,
anglian-water-lead-systems-engineer,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,0.0,8.29,2091,9,2100,
anglian-water-lead-systems-engineer,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,0.0,7.87,2091,9,2100,
anglian-water-lead-systems-engineer,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,0.0,0.51,2091,9,2100,
bazaarvoice-provisioning-analyst,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,0.0,3.97,2198,9,2207,
bazaarvoice-provisioning-analyst,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,0.0,9.08,2198,9,2207,
bazaarvoice-provisioning-analyst,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,0.0,9.05,2198,9,2207,
bpostgroup_People_Analytics_Data_Scientist ,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,3,,Apply,3.0,5.82,2044,9,2053,
bpostgroup_People_Analytics_Data_Scientist ,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,3,,Apply,3.0,1.99,2044,9,2053,
bpostgroup_People_Analytics_Data_Scientist ,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,3,,Apply,3.0,0.61,2044,9,2053,
codility_assessment_scientist,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,3,,Apply,3.0,5.36,3157,9,3166,
codility_assessment_scientist,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,3,,Apply,3.0,12.94,3157,9,3166,
codility_assessment_scientist,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,3,,Apply,3.0,3.1,3157,9,3166,
freeplay_data_scientist,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,2.0,7.58,1592,9,1601,
freeplay_data_scientist,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,2.0,2.25,1592,9,1601,
freeplay_data_scientist,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,2.0,2.56,1592,9,1601,
lightning-ai-frontend-engineer,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,0.0,2.16,1893,9,1902,
lightning-ai-frontend-engineer,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,0.0,1.99,1893,9,1902,
lightning-ai-frontend-engineer,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,0.0,7.72,1893,9,1902,
meta_data_analyst,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,3,,Apply,2.0,4.24,2452,9,2461,
meta_data_analyst,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,3,,Apply,2.0,6.9,2452,9,2461,
meta_data_analyst,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,3,,Apply,2.0,1.71,2452,9,2461,
skillvue_people_scientist,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,3.0,7.42,1826,9,1835,
skillvue_people_scientist,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,3.0,5.54,1826,9,1835,
skillvue_people_scientist,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,3.0,3.94,1826,9,1835,
sorare-marketing-graphic-designer,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,0.0,2.4,2224,9,2233,
sorare-marketing-graphic-designer,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,0.0,5.52,2224,9,2233,
sorare-marketing-graphic-designer,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,0.0,1.56,2224,9,2233,
the_world_bank_consultant_agent_evaluation,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,3,,Apply,3.0,1.44,1823,9,1832,
the_world_bank_consultant_agent_evaluation,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,3,,Apply,3.0,0.52,1823,9,1832,
the_world_bank_consultant_agent_evaluation,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,3,,Apply,3.0,9.0,1823,9,1832,
unicef_people_culture_specialist,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,2.0,0.55,2016,9,2025,
unicef_people_culture_specialist,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,2.0,10.72,2016,9,2025,
unicef_people_culture_specialist,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,2.0,1.15,2016,9,2025,
 Product_Growth_Analyst_wiris,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,1.0,5.37,2065,9,2074,
 Product_Growth_Analyst_wiris,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,1.0,12.59,2065,9,2074,
 Product_Growth_Analyst_wiris,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,1.0,11.67,2065,9,2074,
AI_Video_Editor_PARTNERS,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,0.0,2.18,1702,9,1711,
AI_Video_Editor_PARTNERS,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,0.0,10.94,1702,9,1711,
AI_Video_Editor_PARTNERS,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0,,Skip,0.0,8.21,1702,9,1711,
Applied_AI_Engineer_Impress,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,0.0,0.54,2023,9,2032,
Applied_AI_Engineer_Impress,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,0.0,9.29,2023,9,2032,
Applied_AI_Engineer_Impress,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,0.0,8.94,2023,9,2032,
Customer_success_specialist_CareWise,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,0.0,10.57,1943,9,1952,
Customer_success_specialist_CareWise,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,0.0,9.9,1943,9,1952,
Customer_success_specialist_CareWise,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,0.0,2.79,1943,9,1952,
Data_Architect_Hanna_Robulets_Company,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,0.0,10.58,1725,9,1734,
Data_Architect_Hanna_Robulets_Company,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,0.0,0.52,1725,9,1734,
Data_Architect_Hanna_Robulets_Company,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,0.0,8.68,1725,9,1734,
Digital_Learning_Applications_Schneider_Electric,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,2,,Consider,1.0,17.14,2587,9,2596,
