jd_id,cv,prompt,run_id,source,model,temperature,skills,role_relevance,domain_relevance,education,holistic,confident,holistic_score,fit_score_100,skill_score,role_score,domain_score,edu_score,human_holistic_label,latency_s,prompt_tokens,output_tokens,total_tokens,error
tines_senior_software_engineer_full_stack_735b5d,cv_engineer,L2_P0,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SIMILAR,RELATED,YES,MODERATE,True,2,56.2,0.5,0.6,0.5,1.0,,1.66,3123,37,3160,
tines_senior_software_engineer_full_stack_735b5d,cv_engineer,L2_P0,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SIMILAR,RELATED,YES,MODERATE,True,2,56.2,0.5,0.6,0.5,1.0,,0.78,3123,37,3160,
tines_senior_software_engineer_full_stack_735b5d,cv_engineer,L2_P0,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SIMILAR,RELATED,YES,MODERATE,True,2,56.2,0.5,0.6,0.5,1.0,,0.68,3123,37,3160,
TheHiveCareers_Technical Architect,cv_engineer,L2_P0,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,YES,SAME,SAME,YES,STRONG,True,3,100.0,1.0,1.0,1.0,1.0,,1.61,1753,34,1787,
TheHiveCareers_Technical Architect,cv_engineer,L2_P0,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SAME,RELATED,YES,STRONG,True,3,61.0,0.5,1.0,0.5,1.0,,54.68,1753,35,1788,
TheHiveCareers_Technical Architect,cv_engineer,L2_P0,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SAME,RELATED,YES,STRONG,True,3,61.0,0.5,1.0,0.5,1.0,,1.1,1753,35,1788,
utopia_Technical Architect,cv_engineer,L2_P0,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,NO,NO FIT,True,0,0.0,0.0,0.0,0.0,0.0,,0.84,2412,36,2448,
utopia_Technical Architect,cv_engineer,L2_P0,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,NO,NO FIT,True,0,0.0,0.0,0.0,0.0,0.0,,18.36,2412,36,2448,
utopia_Technical Architect,cv_engineer,L2_P0,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,NO,NO FIT,True,0,0.0,0.0,0.0,0.0,0.0,,1.46,2412,36,2448,
orient path_ Research Lead – Cognitive Modeling & Human-AI Systems,cv_engineer,L2_P0,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,NO,NO FIT,True,0,0.0,0.0,0.0,0.0,0.0,,1.02,2277,36,2313,
orient path_ Research Lead – Cognitive Modeling & Human-AI Systems,cv_engineer,L2_P0,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,NO,NO FIT,True,0,0.0,0.0,0.0,0.0,0.0,,3.44,2277,36,2313,
orient path_ Research Lead – Cognitive Modeling & Human-AI Systems,cv_engineer,L2_P0,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,NO,NO FIT,True,0,0.0,0.0,0.0,0.0,0.0,,3.38,2277,36,2313,
hubspot_principal_software_engineer_customer_journey_c3fa8a,cv_engineer,L2_P0,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SIMILAR,RELATED,YES,MODERATE,True,2,56.2,0.5,0.6,0.5,1.0,,1.5,2762,37,2799,
hubspot_principal_software_engineer_customer_journey_c3fa8a,cv_engineer,L2_P0,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SIMILAR,RELATED,YES,MODERATE,True,2,56.2,0.5,0.6,0.5,1.0,,1.14,2762,37,2799,
hubspot_principal_software_engineer_customer_journey_c3fa8a,cv_engineer,L2_P0,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SIMILAR,RELATED,YES,MODERATE,True,2,56.2,0.5,0.6,0.5,1.0,,1.78,2762,37,2799,
Klaviyo_Senior_Solution_Architect,cv_engineer,L2_P0,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SIMILAR,RELATED,YES,MODERATE,True,2,56.2,0.5,0.6,0.5,1.0,,1.27,2656,37,2693,
Klaviyo_Senior_Solution_Architect,cv_engineer,L2_P0,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SIMILAR,UNRELATED,YES,MODERATE,True,2,47.2,0.5,0.6,0.0,1.0,,8.55,2656,38,2694,
Klaviyo_Senior_Solution_Architect,cv_engineer,L2_P0,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SIMILAR,UNRELATED,YES,MODERATE,True,2,47.2,0.5,0.6,0.0,1.0,,0.75,2656,38,2694,
fivetran_senior_solution_architect_enterprise_1ce484,cv_engineer,L2_P0,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SIMILAR,RELATED,YES,MODERATE,True,2,56.2,0.5,0.6,0.5,1.0,,2.92,3520,37,3557,
fivetran_senior_solution_architect_enterprise_1ce484,cv_engineer,L2_P0,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SIMILAR,RELATED,YES,MODERATE,True,2,56.2,0.5,0.6,0.5,1.0,,3.82,3520,37,3557,
fivetran_senior_solution_architect_enterprise_1ce484,cv_engineer,L2_P0,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SIMILAR,SAME,YES,MODERATE,True,2,65.2,0.5,0.6,1.0,1.0,,10.24,3520,37,3557,
postman_strategic_solutions_engineer_8b835a,cv_engineer,L2_P0,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SIMILAR,RELATED,YES,MODERATE,True,2,56.2,0.5,0.6,0.5,1.0,,50.47,2735,37,2772,
postman_strategic_solutions_engineer_8b835a,cv_engineer,L2_P0,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SIMILAR,RELATED,YES,MODERATE,True,2,56.2,0.5,0.6,0.5,1.0,,0.84,2735,37,2772,
postman_strategic_solutions_engineer_8b835a,cv_engineer,L2_P0,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SIMILAR,RELATED,YES,MODERATE,True,2,56.2,0.5,0.6,0.5,1.0,,1.83,2735,37,2772,
wizeline_senior_net_software_engineer_5423a8,cv_engineer,L2_P0,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SIMILAR,RELATED,YES,MODERATE,True,2,56.2,0.5,0.6,0.5,1.0,,11.08,2202,37,2239,
wizeline_senior_net_software_engineer_5423a8,cv_engineer,L2_P0,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SIMILAR,RELATED,YES,MODERATE,True,2,56.2,0.5,0.6,0.5,1.0,,15.7,2202,37,2239,
wizeline_senior_net_software_engineer_5423a8,cv_engineer,L2_P0,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SIMILAR,RELATED,YES,MODERATE,True,2,56.2,0.5,0.6,0.5,1.0,,0.76,2202,37,2239,
zs_business_technology_solutions_associate_consultant_5a0be3,cv_engineer,L2_P0,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SIMILAR,RELATED,YES,MODERATE,True,2,56.2,0.5,0.6,0.5,1.0,,4.75,2434,37,2471,
zs_business_technology_solutions_associate_consultant_5a0be3,cv_engineer,L2_P0,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SIMILAR,RELATED,YES,MODERATE,True,2,56.2,0.5,0.6,0.5,1.0,,0.74,2434,37,2471,
zs_business_technology_solutions_associate_consultant_5a0be3,cv_engineer,L2_P0,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SIMILAR,RELATED,YES,MODERATE,True,2,56.2,0.5,0.6,0.5,1.0,,46.45,2434,37,2471,
infor_consultant_senior_warehouse_management_systems_5a3616,cv_engineer,L2_P0,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,YES,NO FIT,True,0,10.0,0.0,0.0,0.0,1.0,,68.34,2388,36,2424,
infor_consultant_senior_warehouse_management_systems_5a3616,cv_engineer,L2_P0,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,YES,WEAK,True,1,10.0,0.0,0.0,0.0,1.0,,17.17,2388,36,2424,
infor_consultant_senior_warehouse_management_systems_5a3616,cv_engineer,L2_P0,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,YES,NO FIT,True,0,10.0,0.0,0.0,0.0,1.0,,5.19,2388,36,2424,
epam_systems_solution_architect_3d03a4,cv_engineer,L2_P0,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SAME,RELATED,YES,MODERATE,True,2,61.0,0.5,1.0,0.5,1.0,,0.85,2286,36,2322,
epam_systems_solution_architect_3d03a4,cv_engineer,L2_P0,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SAME,RELATED,YES,MODERATE,True,2,61.0,0.5,1.0,0.5,1.0,,1.01,2286,36,2322,
epam_systems_solution_architect_3d03a4,cv_engineer,L2_P0,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SAME,RELATED,YES,MODERATE,True,2,61.0,0.5,1.0,0.5,1.0,,15.63,2286,36,2322,
air_aps_Software Architect,cv_engineer,L2_P0,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SAME,RELATED,YES,STRONG,True,3,61.0,0.5,1.0,0.5,1.0,,13.32,2503,35,2538,
air_aps_Software Architect,cv_engineer,L2_P0,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SAME,RELATED,YES,STRONG,True,3,61.0,0.5,1.0,0.5,1.0,,12.87,2503,35,2538,
air_aps_Software Architect,cv_engineer,L2_P0,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SAME,RELATED,YES,STRONG,True,3,61.0,0.5,1.0,0.5,1.0,,6.29,2503,35,2538,
HP Software_Business Solution Architect,cv_engineer,L2_P0,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SIMILAR,RELATED,YES,MODERATE,True,2,56.2,0.5,0.6,0.5,1.0,,45.4,2594,37,2631,
HP Software_Business Solution Architect,cv_engineer,L2_P0,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SIMILAR,RELATED,YES,MODERATE,True,2,56.2,0.5,0.6,0.5,1.0,,13.55,2594,37,2631,
HP Software_Business Solution Architect,cv_engineer,L2_P0,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SIMILAR,RELATED,YES,MODERATE,True,2,56.2,0.5,0.6,0.5,1.0,,4.12,2594,37,2631,
chime_software_engineer_mypay_73eb57,cv_engineer,L2_P0,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,YES,SIMILAR,SAME,YES,STRONG,True,3,95.2,1.0,0.6,1.0,1.0,,10.63,2925,35,2960,
chime_software_engineer_mypay_73eb57,cv_engineer,L2_P0,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,YES,SIMILAR,SAME,YES,STRONG,True,3,95.2,1.0,0.6,1.0,1.0,,7.93,2925,35,2960,
chime_software_engineer_mypay_73eb57,cv_engineer,L2_P0,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,YES,SIMILAR,SAME,YES,STRONG,True,3,95.2,1.0,0.6,1.0,1.0,,6.6,2925,35,2960,
the_hartford_senior_data_architect_ac30d9,cv_engineer,L2_P0,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SIMILAR,RELATED,YES,MODERATE,True,2,56.2,0.5,0.6,0.5,1.0,,2.85,2134,37,2171,
the_hartford_senior_data_architect_ac30d9,cv_engineer,L2_P0,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SIMILAR,RELATED,YES,MODERATE,True,2,56.2,0.5,0.6,0.5,1.0,,60.34,2134,37,2171,
the_hartford_senior_data_architect_ac30d9,cv_engineer,L2_P0,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SIMILAR,RELATED,YES,MODERATE,True,2,56.2,0.5,0.6,0.5,1.0,,10.68,2134,37,2171,
SKM Group_ai_solution_architech,cv_engineer,L2_P0,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SIMILAR,RELATED,YES,MODERATE,True,2,56.2,0.5,0.6,0.5,1.0,,1.0,1929,37,1966,
SKM Group_ai_solution_architech,cv_engineer,L2_P0,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,DIFFERENT,RELATED,YES,MODERATE,True,2,49.0,0.5,0.0,0.5,1.0,,101.07,1929,36,1965,
SKM Group_ai_solution_architech,cv_engineer,L2_P0,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,DIFFERENT,RELATED,YES,MODERATE,True,2,49.0,0.5,0.0,0.5,1.0,,41.68,1929,36,1965,
ecolab_business_development_representative_digital_soft_c1ea4b,cv_engineer,L2_P0,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,YES,NO FIT,True,0,10.0,0.0,0.0,0.0,1.0,,66.78,2549,36,2585,
ecolab_business_development_representative_digital_soft_c1ea4b,cv_engineer,L2_P0,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,YES,NO FIT,True,0,10.0,0.0,0.0,0.0,1.0,,4.93,2549,36,2585,
ecolab_business_development_representative_digital_soft_c1ea4b,cv_engineer,L2_P0,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,YES,NO FIT,True,0,10.0,0.0,0.0,0.0,1.0,,17.36,2549,36,2585,
ecs_web_software_developer_5c342c,cv_engineer,L2_P0,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,DIFFERENT,RELATED,YES,MODERATE,True,2,49.0,0.5,0.0,0.5,1.0,,10.03,1774,36,1810,
ecs_web_software_developer_5c342c,cv_engineer,L2_P0,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,SIMILAR,RELATED,YES,MODERATE,True,2,56.2,0.5,0.6,0.5,1.0,,4.98,1774,37,1811,
ecs_web_software_developer_5c342c,cv_engineer,L2_P0,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,RELATED,YES,WEAK,True,1,19.0,0.0,0.0,0.5,1.0,,9.21,1774,35,1809,
Micro:bit Educational Foundation People and Culture Manager,cv_engineer,L2_P0,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,NO,NO FIT,True,0,0.0,0.0,0.0,0.0,0.0,,1.43,2793,36,2829,
Micro:bit Educational Foundation People and Culture Manager,cv_engineer,L2_P0,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,NO,NO FIT,True,0,0.0,0.0,0.0,0.0,0.0,,8.54,2793,36,2829,
Micro:bit Educational Foundation People and Culture Manager,cv_engineer,L2_P0,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,NO,NO FIT,True,0,0.0,0.0,0.0,0.0,0.0,,13.16,2793,36,2829,
Natuvion_Senior_People_Strategy_Excellence_Manager_mwd,cv_engineer,L2_P0,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,RELATED,YES,NO FIT,True,0,19.0,0.0,0.0,0.5,1.0,,4.02,3534,35,3569,
Natuvion_Senior_People_Strategy_Excellence_Manager_mwd,cv_engineer,L2_P0,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,RELATED,YES,NO FIT,True,0,19.0,0.0,0.0,0.5,1.0,,10.59,3534,35,3569,
Natuvion_Senior_People_Strategy_Excellence_Manager_mwd,cv_engineer,L2_P0,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,RELATED,YES,NO FIT,True,0,19.0,0.0,0.0,0.5,1.0,,17.09,3534,35,3569,
fortis_games_senior_manager_people_experience_74a6fe,cv_engineer,L2_P0,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,YES,NO FIT,True,0,10.0,0.0,0.0,0.0,1.0,,0.94,2410,36,2446,
fortis_games_senior_manager_people_experience_74a6fe,cv_engineer,L2_P0,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,YES,NO FIT,True,0,10.0,0.0,0.0,0.0,1.0,,5.9,2410,36,2446,
fortis_games_senior_manager_people_experience_74a6fe,cv_engineer,L2_P0,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,YES,NO FIT,True,0,10.0,0.0,0.0,0.0,1.0,,19.01,2410,36,2446,
spectrum_one_people_operations_associate_bdd6be,cv_engineer,L2_P0,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,YES,WEAK,True,1,10.0,0.0,0.0,0.0,1.0,,7.45,3173,36,3209,
spectrum_one_people_operations_associate_bdd6be,cv_engineer,L2_P0,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,RELATED,YES,WEAK,True,1,19.0,0.0,0.0,0.5,1.0,,23.89,3173,35,3208,
spectrum_one_people_operations_associate_bdd6be,cv_engineer,L2_P0,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,RELATED,YES,NO FIT,True,0,19.0,0.0,0.0,0.5,1.0,,12.83,3173,35,3208,
FareHarbor_People_Data_Analyst,cv_engineer,L2_P0,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,PARTIAL,NO FIT,True,0,5.0,0.0,0.0,0.0,0.5,,1.3,2392,37,2429,
FareHarbor_People_Data_Analyst,cv_engineer,L2_P0,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,YES,NO FIT,True,0,10.0,0.0,0.0,0.0,1.0,,24.32,2392,36,2428,
FareHarbor_People_Data_Analyst,cv_engineer,L2_P0,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,RELATED,YES,NO FIT,True,0,19.0,0.0,0.0,0.5,1.0,,5.53,2392,35,2427,
Grafana Labs People Analytics Analyst,cv_engineer,L2_P0,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,RELATED,YES,WEAK,True,1,19.0,0.0,0.0,0.5,1.0,,111.38,3240,35,3275,
Grafana Labs People Analytics Analyst,cv_engineer,L2_P0,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,RELATED,YES,WEAK,True,1,19.0,0.0,0.0,0.5,1.0,,0.76,3240,35,3275,
Grafana Labs People Analytics Analyst,cv_engineer,L2_P0,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,RELATED,YES,WEAK,True,1,19.0,0.0,0.0,0.5,1.0,,10.08,3240,35,3275,
doordash_senior_people_process_optimization_strategist_f16ebc,cv_engineer,L2_P0,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,DIFFERENT,RELATED,YES,WEAK,True,1,49.0,0.5,0.0,0.5,1.0,,0.97,3226,36,3262,
doordash_senior_people_process_optimization_strategist_f16ebc,cv_engineer,L2_P0,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,DIFFERENT,RELATED,YES,WEAK,True,1,49.0,0.5,0.0,0.5,1.0,,4.85,3226,36,3262,
doordash_senior_people_process_optimization_strategist_f16ebc,cv_engineer,L2_P0,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,PARTIAL,DIFFERENT,RELATED,YES,WEAK,True,1,49.0,0.5,0.0,0.5,1.0,,132.04,3226,36,3262,
automat_it_hr_specialist_b6fd68,cv_engineer,L2_P0,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,RELATED,YES,NO FIT,True,0,19.0,0.0,0.0,0.5,1.0,,0.78,2034,35,2069,
automat_it_hr_specialist_b6fd68,cv_engineer,L2_P0,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,RELATED,YES,NO FIT,True,0,19.0,0.0,0.0,0.5,1.0,,145.75,2034,35,2069,
automat_it_hr_specialist_b6fd68,cv_engineer,L2_P0,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,RELATED,YES,NO FIT,True,0,19.0,0.0,0.0,0.5,1.0,,5.92,2034,35,2069,
consensys_senior_people_operations_partner_b4959a,cv_engineer,L2_P0,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,RELATED,YES,NO FIT,True,0,19.0,0.0,0.0,0.5,1.0,,12.44,3011,35,3046,
consensys_senior_people_operations_partner_b4959a,cv_engineer,L2_P0,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,RELATED,YES,NO FIT,True,0,19.0,0.0,0.0,0.5,1.0,,9.76,3011,35,3046,
consensys_senior_people_operations_partner_b4959a,cv_engineer,L2_P0,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,RELATED,YES,NO FIT,True,0,19.0,0.0,0.0,0.5,1.0,,12.64,3011,35,3046,
Hero_Group_HR_Tech_People_Analytics_Specialist,cv_engineer,L2_P0,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,RELATED,YES,NO FIT,True,0,19.0,0.0,0.0,0.5,1.0,,24.25,3431,35,3466,
Hero_Group_HR_Tech_People_Analytics_Specialist,cv_engineer,L2_P0,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,YES,NO FIT,True,0,10.0,0.0,0.0,0.0,1.0,,8.21,3431,36,3467,
Hero_Group_HR_Tech_People_Analytics_Specialist,cv_engineer,L2_P0,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,YES,NO FIT,True,0,10.0,0.0,0.0,0.0,1.0,,11.95,3431,36,3467,
Pimcore_HR Generalist,cv_engineer,L2_P0,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,NO,NO FIT,True,0,0.0,0.0,0.0,0.0,0.0,,10.07,2128,36,2164,
Pimcore_HR Generalist,cv_engineer,L2_P0,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,NO,NO FIT,True,0,0.0,0.0,0.0,0.0,0.0,,2.81,2128,36,2164,
Pimcore_HR Generalist,cv_engineer,L2_P0,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,NO,NO FIT,True,0,0.0,0.0,0.0,0.0,0.0,,4.19,2128,36,2164,
smartsheet_senior_people_operations_generalist_c0b593,cv_engineer,L2_P0,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,YES,NO FIT,True,0,10.0,0.0,0.0,0.0,1.0,,4.22,2649,36,2685,
smartsheet_senior_people_operations_generalist_c0b593,cv_engineer,L2_P0,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,YES,NO FIT,True,0,10.0,0.0,0.0,0.0,1.0,,12.93,2649,36,2685,
smartsheet_senior_people_operations_generalist_c0b593,cv_engineer,L2_P0,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,YES,NO FIT,True,0,10.0,0.0,0.0,0.0,1.0,,1.07,2649,36,2685,
Polestarcars_People_Analytics_AI_Specialist,cv_engineer,L2_P0,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,RELATED,YES,NO FIT,True,0,19.0,0.0,0.0,0.5,1.0,,25.36,3479,35,3514,
Polestarcars_People_Analytics_AI_Specialist,cv_engineer,L2_P0,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,YES,NO FIT,True,0,10.0,0.0,0.0,0.0,1.0,,98.21,3479,36,3515,
Polestarcars_People_Analytics_AI_Specialist,cv_engineer,L2_P0,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,PARTIAL,NO FIT,True,0,5.0,0.0,0.0,0.0,0.5,,4.96,3479,37,3516,
ecs_senior_hr_business_partner_59b2ad,cv_engineer,L2_P0,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,YES,NO FIT,True,0,10.0,0.0,0.0,0.0,1.0,,3.62,2420,36,2456,
ecs_senior_hr_business_partner_59b2ad,cv_engineer,L2_P0,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,RELATED,YES,NO FIT,True,0,19.0,0.0,0.0,0.5,1.0,,29.24,2420,35,2455,
ecs_senior_hr_business_partner_59b2ad,cv_engineer,L2_P0,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,RELATED,YES,NO FIT,True,0,19.0,0.0,0.0,0.5,1.0,,6.48,2420,35,2455,
Bobcatemea_HR_Data_Analyst,cv_engineer,L2_P0,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,YES,NO FIT,True,0,10.0,0.0,0.0,0.0,1.0,,21.03,3122,36,3158,
Bobcatemea_HR_Data_Analyst,cv_engineer,L2_P0,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,YES,NO FIT,True,0,10.0,0.0,0.0,0.0,1.0,,171.05,3122,36,3158,
Bobcatemea_HR_Data_Analyst,cv_engineer,L2_P0,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,YES,WEAK,True,1,10.0,0.0,0.0,0.0,1.0,,10.19,3122,36,3158,
Leidos_HR_Technology_and_AI_Analyst,cv_engineer,L2_P0,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,RELATED,YES,WEAK,True,1,19.0,0.0,0.0,0.5,1.0,,3.83,1683,35,1718,
Leidos_HR_Technology_and_AI_Analyst,cv_engineer,L2_P0,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,RELATED,YES,WEAK,True,1,19.0,0.0,0.0,0.5,1.0,,8.68,1683,35,1718,
Leidos_HR_Technology_and_AI_Analyst,cv_engineer,L2_P0,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,RELATED,YES,WEAK,True,1,19.0,0.0,0.0,0.5,1.0,,1.75,1683,35,1718,
Flash Pack_people_partner,cv_engineer,L2_P0,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,YES,NO FIT,True,0,10.0,0.0,0.0,0.0,1.0,,1.23,3000,36,3036,
Flash Pack_people_partner,cv_engineer,L2_P0,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,YES,NO FIT,True,0,10.0,0.0,0.0,0.0,1.0,,12.16,3000,36,3036,
Flash Pack_people_partner,cv_engineer,L2_P0,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,UNRELATED,YES,NO FIT,True,0,10.0,0.0,0.0,0.0,1.0,,0.76,3000,36,3036,
Theprogenygroup_People_Partner,cv_engineer,L2_P0,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,NO,DIFFERENT,RELATED,NO,NO FIT,True,0,9.0,0.0,0.0,0.5,0.0,,47.46,4024,35,4059,
