jd_id,cv,prompt,run_id,source,model,temperature,score,score_100,human_holistic_label,latency_s,prompt_tokens,output_tokens,total_tokens,error,level
Applied_AI_Engineer_Impress,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,,0.0,8.94,2023.0,9.0,2032.0,,level_1
Customer_success_specialist_CareWise,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1.0,,0.0,10.57,1943.0,9.0,1952.0,,level_1
Customer_success_specialist_CareWise,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,,0.0,9.9,1943.0,9.0,1952.0,,level_1
Customer_success_specialist_CareWise,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,,0.0,2.79,1943.0,9.0,1952.0,,level_1
Data_Architect_Hanna_Robulets_Company,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1.0,,0.0,10.58,1725.0,9.0,1734.0,,level_1
Data_Architect_Hanna_Robulets_Company,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,,0.0,0.52,1725.0,9.0,1734.0,,level_1
Data_Architect_Hanna_Robulets_Company,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,,0.0,8.68,1725.0,9.0,1734.0,,level_1
Digital_Learning_Applications_Schneider_Electric,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,2.0,,1.0,17.14,2587.0,9.0,2596.0,,level_1
Digital_Learning_Applications_Schneider_Electric,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,2.0,,1.0,2.51,2587.0,9.0,2596.0,,level_1
Digital_Learning_Applications_Schneider_Electric,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,2.0,,1.0,4.65,2587.0,9.0,2596.0,,level_1
QIT Software_data_scientist,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,2.0,,2.0,9.5,1831.0,9.0,1840.0,,level_1
QIT Software_data_scientist,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,2.0,,2.0,7.36,1831.0,9.0,1840.0,,level_1
QIT Software_data_scientist,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,2.0,,2.0,9.99,1831.0,9.0,1840.0,,level_1
Senior_AI Engineer_MoveUp,cv_primary,P1,1,main,gemini-3.1-flash-lite-preview,1.0,2.0,,0.0,6.01,1688.0,9.0,1697.0,,level_1
Senior_AI Engineer_MoveUp,cv_primary,P1,2,main,gemini-3.1-flash-lite-preview,1.0,2.0,,0.0,5.42,1688.0,9.0,1697.0,,level_1
Senior_AI Engineer_MoveUp,cv_primary,P1,3,main,gemini-3.1-flash-lite-preview,1.0,2.0,,0.0,7.58,1688.0,9.0,1697.0,,level_1
maki_people_senior_psychometrician,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,5.78,2690.0,9.0,2699.0,,level_1
maki_people_senior_psychometrician,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,1.3,2690.0,9.0,2699.0,,level_1
maki_people_senior_psychometrician,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,7.96,2690.0,9.0,2699.0,,level_1
Accenture_Talent_Transformation_Manager,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,3.0,,,8.97,3175.0,9.0,3184.0,,level_1
Accenture_Talent_Transformation_Manager,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,3.0,,,11.52,3175.0,9.0,3184.0,,level_1
Accenture_Talent_Transformation_Manager,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,3.0,,,3.41,3175.0,9.0,3184.0,,level_1
Arrive_People_Analytics_Lead,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,4.56,2974.0,9.0,2983.0,,level_1
Arrive_People_Analytics_Lead,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,0.57,2974.0,9.0,2983.0,,level_1
Arrive_People_Analytics_Lead,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,5.39,2974.0,9.0,2983.0,,level_1
Atlantica Sustainable Infrastructure_Talent_Culture Analyst,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,2.0,,,8.33,2307.0,9.0,2316.0,,level_1
Atlantica Sustainable Infrastructure_Talent_Culture Analyst,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,2.0,,,11.95,2307.0,9.0,2316.0,,level_1
Atlantica Sustainable Infrastructure_Talent_Culture Analyst,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,2.0,,,1.52,2307.0,9.0,2316.0,,level_1
Canonical_talent_scientst,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,2.0,,,2.43,2954.0,9.0,2963.0,,level_1
Canonical_talent_scientst,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,2.0,,,3.62,2954.0,9.0,2963.0,,level_1
Canonical_talent_scientst,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,2.0,,,7.12,2954.0,9.0,2963.0,,level_1
Dandelion_Civilization_Psychometric Modeling_Analyst,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,8.64,2282.0,9.0,2291.0,,level_1
Dandelion_Civilization_Psychometric Modeling_Analyst,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,9.16,2282.0,9.0,2291.0,,level_1
Dandelion_Civilization_Psychometric Modeling_Analyst,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,6.09,2282.0,9.0,2291.0,,level_1
DataAnnotation_Quantitative_Psychologist_AI_Trainer,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,9.46,2443.0,9.0,2452.0,,level_1
DataAnnotation_Quantitative_Psychologist_AI_Trainer,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,8.76,2443.0,9.0,2452.0,,level_1
DataAnnotation_Quantitative_Psychologist_AI_Trainer,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,7.88,2443.0,9.0,2452.0,,level_1
G-Research_Insight_Analyst,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,4.87,2328.0,9.0,2337.0,,level_1
G-Research_Insight_Analyst,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,4.48,2328.0,9.0,2337.0,,level_1
G-Research_Insight_Analyst,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,2.81,2328.0,9.0,2337.0,,level_1
Johnson_Controls_People Insights_Partner ,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,2.0,,,8.02,2349.0,9.0,2358.0,,level_1
Johnson_Controls_People Insights_Partner ,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,2.0,,,1.28,2349.0,9.0,2358.0,,level_1
Johnson_Controls_People Insights_Partner ,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,2.0,,,10.72,2349.0,9.0,2358.0,,level_1
LinkedIn_HR_Data_Engineer_People_Analytics ,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,1.66,2829.0,9.0,2838.0,,level_1
LinkedIn_HR_Data_Engineer_People_Analytics ,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,8.96,2829.0,9.0,2838.0,,level_1
LinkedIn_HR_Data_Engineer_People_Analytics ,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,5.15,2829.0,9.0,2838.0,,level_1
Proofpoint_People_Data_Analyst,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,7.72,2536.0,9.0,2545.0,,level_1
Proofpoint_People_Data_Analyst,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,1.48,2536.0,9.0,2545.0,,level_1
Proofpoint_People_Data_Analyst,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,1.27,2536.0,9.0,2545.0,,level_1
QIC_Digital_Hub_data_analyst,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,0.96,2209.0,9.0,2218.0,,level_1
QIC_Digital_Hub_data_analyst,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,10.49,2209.0,9.0,2218.0,,level_1
QIC_Digital_Hub_data_analyst,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,0.77,2209.0,9.0,2218.0,,level_1
angels-space-art-director,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,8.92,2586.0,9.0,2595.0,,level_1
angels-space-art-director,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,10.1,2586.0,9.0,2595.0,,level_1
angels-space-art-director,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,14.18,2586.0,9.0,2595.0,,level_1
anglian-water-lead-systems-engineer,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,16.02,2349.0,9.0,2358.0,,level_1
anglian-water-lead-systems-engineer,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,0.86,2349.0,9.0,2358.0,,level_1
anglian-water-lead-systems-engineer,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,1.07,2349.0,9.0,2358.0,,level_1
bazaarvoice-provisioning-analyst,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,4.25,2456.0,9.0,2465.0,,level_1
bazaarvoice-provisioning-analyst,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,3.2,2456.0,9.0,2465.0,,level_1
bazaarvoice-provisioning-analyst,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,8.72,2456.0,9.0,2465.0,,level_1
bpostgroup_People_Analytics_Data_Scientist ,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,9.46,2302.0,9.0,2311.0,,level_1
bpostgroup_People_Analytics_Data_Scientist ,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,0.61,2302.0,9.0,2311.0,,level_1
bpostgroup_People_Analytics_Data_Scientist ,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,9.88,2302.0,9.0,2311.0,,level_1
codility_assessment_scientist,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,2.0,,,8.33,3415.0,9.0,3424.0,,level_1
codility_assessment_scientist,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,0.96,3415.0,9.0,3424.0,,level_1
codility_assessment_scientist,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,2.0,,,8.82,3415.0,9.0,3424.0,,level_1
freeplay_data_scientist,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,5.84,1850.0,9.0,1859.0,,level_1
freeplay_data_scientist,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,9.95,1850.0,9.0,1859.0,,level_1
freeplay_data_scientist,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,0.97,1850.0,9.0,1859.0,,level_1
lightning-ai-frontend-engineer,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,8.87,2151.0,9.0,2160.0,,level_1
lightning-ai-frontend-engineer,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,9.02,2151.0,9.0,2160.0,,level_1
lightning-ai-frontend-engineer,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,12.44,2151.0,9.0,2160.0,,level_1
meta_data_analyst,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,10.8,2710.0,9.0,2719.0,,level_1
meta_data_analyst,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,0.51,2710.0,9.0,2719.0,,level_1
meta_data_analyst,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,4.81,2710.0,9.0,2719.0,,level_1
skillvue_people_scientist,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,0.65,2084.0,9.0,2093.0,,level_1
skillvue_people_scientist,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,3.32,2084.0,9.0,2093.0,,level_1
skillvue_people_scientist,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,0.56,2084.0,9.0,2093.0,,level_1
sorare-marketing-graphic-designer,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,9.29,2482.0,9.0,2491.0,,level_1
sorare-marketing-graphic-designer,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,1.03,2482.0,9.0,2491.0,,level_1
sorare-marketing-graphic-designer,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,5.78,2482.0,9.0,2491.0,,level_1
the_world_bank_consultant_agent_evaluation,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,11.95,2081.0,9.0,2090.0,,level_1
the_world_bank_consultant_agent_evaluation,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,5.24,2081.0,9.0,2090.0,,level_1
the_world_bank_consultant_agent_evaluation,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,8.77,2081.0,9.0,2090.0,,level_1
unicef_people_culture_specialist,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,2.0,,,11.79,2274.0,9.0,2283.0,,level_1
unicef_people_culture_specialist,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,2.0,,,6.69,2274.0,9.0,2283.0,,level_1
unicef_people_culture_specialist,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,2.0,,,7.78,2274.0,9.0,2283.0,,level_1
 Product_Growth_Analyst_wiris,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,2.83,2323.0,9.0,2332.0,,level_1
 Product_Growth_Analyst_wiris,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,1.65,2323.0,9.0,2332.0,,level_1
 Product_Growth_Analyst_wiris,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,4.41,2323.0,9.0,2332.0,,level_1
AI_Video_Editor_PARTNERS,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,2.89,1960.0,9.0,1969.0,,level_1
AI_Video_Editor_PARTNERS,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,9.12,1960.0,9.0,1969.0,,level_1
AI_Video_Editor_PARTNERS,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,10.55,1960.0,9.0,1969.0,,level_1
Applied_AI_Engineer_Impress,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,2.5,2281.0,9.0,2290.0,,level_1
Applied_AI_Engineer_Impress,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,0.56,2281.0,9.0,2290.0,,level_1
Applied_AI_Engineer_Impress,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,2.09,2281.0,9.0,2290.0,,level_1
Customer_success_specialist_CareWise,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,7.67,2201.0,9.0,2210.0,,level_1
Customer_success_specialist_CareWise,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,6.84,2201.0,9.0,2210.0,,level_1
Customer_success_specialist_CareWise,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,8.46,2201.0,9.0,2210.0,,level_1
Data_Architect_Hanna_Robulets_Company,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,20.16,1983.0,9.0,1992.0,,level_1
Data_Architect_Hanna_Robulets_Company,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,7.54,1983.0,9.0,1992.0,,level_1
Data_Architect_Hanna_Robulets_Company,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,2.65,1983.0,9.0,1992.0,,level_1
Digital_Learning_Applications_Schneider_Electric,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,7.92,2845.0,9.0,2854.0,,level_1
Digital_Learning_Applications_Schneider_Electric,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,7.73,2845.0,9.0,2854.0,,level_1
Digital_Learning_Applications_Schneider_Electric,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,1.03,2845.0,9.0,2854.0,,level_1
QIT Software_data_scientist,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,6.94,2089.0,9.0,2098.0,,level_1
QIT Software_data_scientist,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,10.35,2089.0,9.0,2098.0,,level_1
QIT Software_data_scientist,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,0.59,2089.0,9.0,2098.0,,level_1
Senior_AI Engineer_MoveUp,cv_hr,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,3.42,1946.0,9.0,1955.0,,level_1
Senior_AI Engineer_MoveUp,cv_hr,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,2.82,1946.0,9.0,1955.0,,level_1
Senior_AI Engineer_MoveUp,cv_hr,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,0.64,1946.0,9.0,1955.0,,level_1
maki_people_senior_psychometrician,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,6.12,2305.0,9.0,2314.0,,level_1
maki_people_senior_psychometrician,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,1.97,2305.0,9.0,2314.0,,level_1
maki_people_senior_psychometrician,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,7.67,2305.0,9.0,2314.0,,level_1
Accenture_Talent_Transformation_Manager,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,7.48,2790.0,9.0,2799.0,,level_1
Accenture_Talent_Transformation_Manager,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,8.93,2790.0,9.0,2799.0,,level_1
Accenture_Talent_Transformation_Manager,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,1.67,2790.0,9.0,2799.0,,level_1
Arrive_People_Analytics_Lead,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,0.6,2589.0,9.0,2598.0,,level_1
Arrive_People_Analytics_Lead,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,4.81,2589.0,9.0,2598.0,,level_1
Arrive_People_Analytics_Lead,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,10.34,2589.0,9.0,2598.0,,level_1
Atlantica Sustainable Infrastructure_Talent_Culture Analyst,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,8.73,1922.0,9.0,1931.0,,level_1
Atlantica Sustainable Infrastructure_Talent_Culture Analyst,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,2.81,1922.0,9.0,1931.0,,level_1
Atlantica Sustainable Infrastructure_Talent_Culture Analyst,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,12.64,1922.0,9.0,1931.0,,level_1
Canonical_talent_scientst,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,8.95,2569.0,9.0,2578.0,,level_1
Canonical_talent_scientst,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,9.22,2569.0,9.0,2578.0,,level_1
Canonical_talent_scientst,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,9.65,2569.0,9.0,2578.0,,level_1
Dandelion_Civilization_Psychometric Modeling_Analyst,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,5.55,1897.0,9.0,1906.0,,level_1
Dandelion_Civilization_Psychometric Modeling_Analyst,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,9.59,1897.0,9.0,1906.0,,level_1
Dandelion_Civilization_Psychometric Modeling_Analyst,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,6.26,1897.0,9.0,1906.0,,level_1
DataAnnotation_Quantitative_Psychologist_AI_Trainer,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,1.39,2058.0,9.0,2067.0,,level_1
DataAnnotation_Quantitative_Psychologist_AI_Trainer,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,9.04,2058.0,9.0,2067.0,,level_1
DataAnnotation_Quantitative_Psychologist_AI_Trainer,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,1.33,2058.0,9.0,2067.0,,level_1
G-Research_Insight_Analyst,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,9.31,1943.0,9.0,1952.0,,level_1
G-Research_Insight_Analyst,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,8.83,1943.0,9.0,1952.0,,level_1
G-Research_Insight_Analyst,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,14.42,1943.0,9.0,1952.0,,level_1
Johnson_Controls_People Insights_Partner ,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,5.88,1964.0,9.0,1973.0,,level_1
Johnson_Controls_People Insights_Partner ,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,4.24,1964.0,9.0,1973.0,,level_1
Johnson_Controls_People Insights_Partner ,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,1.67,1964.0,9.0,1973.0,,level_1
LinkedIn_HR_Data_Engineer_People_Analytics ,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,8.77,2444.0,9.0,2453.0,,level_1
LinkedIn_HR_Data_Engineer_People_Analytics ,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,1.24,2444.0,9.0,2453.0,,level_1
LinkedIn_HR_Data_Engineer_People_Analytics ,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,4.35,2444.0,9.0,2453.0,,level_1
Proofpoint_People_Data_Analyst,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,1.78,2151.0,9.0,2160.0,,level_1
Proofpoint_People_Data_Analyst,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,8.91,2151.0,9.0,2160.0,,level_1
Proofpoint_People_Data_Analyst,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,13.26,2151.0,9.0,2160.0,,level_1
QIC_Digital_Hub_data_analyst,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,2.42,1824.0,9.0,1833.0,,level_1
QIC_Digital_Hub_data_analyst,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,0.47,1824.0,9.0,1833.0,,level_1
QIC_Digital_Hub_data_analyst,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,6.08,1824.0,9.0,1833.0,,level_1
angels-space-art-director,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,9.87,2201.0,9.0,2210.0,,level_1
angels-space-art-director,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,10.83,2201.0,9.0,2210.0,,level_1
angels-space-art-director,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,11.56,2201.0,9.0,2210.0,,level_1
anglian-water-lead-systems-engineer,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,2.0,,,0.57,1964.0,9.0,1973.0,,level_1
anglian-water-lead-systems-engineer,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,2.0,,,7.82,1964.0,9.0,1973.0,,level_1
anglian-water-lead-systems-engineer,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,2.0,,,1.33,1964.0,9.0,1973.0,,level_1
bazaarvoice-provisioning-analyst,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,15.54,2071.0,9.0,2080.0,,level_1
bazaarvoice-provisioning-analyst,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,6.19,2071.0,9.0,2080.0,,level_1
bazaarvoice-provisioning-analyst,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,0.5,2071.0,9.0,2080.0,,level_1
bpostgroup_People_Analytics_Data_Scientist ,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,11.36,1917.0,9.0,1926.0,,level_1
bpostgroup_People_Analytics_Data_Scientist ,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,2.99,1917.0,9.0,1926.0,,level_1
bpostgroup_People_Analytics_Data_Scientist ,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,6.41,1917.0,9.0,1926.0,,level_1
codility_assessment_scientist,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,19.6,3030.0,9.0,3039.0,,level_1
codility_assessment_scientist,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,0.79,3030.0,9.0,3039.0,,level_1
codility_assessment_scientist,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,5.5,3030.0,9.0,3039.0,,level_1
freeplay_data_scientist,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,4.62,1465.0,9.0,1474.0,,level_1
freeplay_data_scientist,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,10.35,1465.0,9.0,1474.0,,level_1
freeplay_data_scientist,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,11.34,1465.0,9.0,1474.0,,level_1
lightning-ai-frontend-engineer,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,11.26,1766.0,9.0,1775.0,,level_1
lightning-ai-frontend-engineer,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,1.9,1766.0,9.0,1775.0,,level_1
lightning-ai-frontend-engineer,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,9.56,1766.0,9.0,1775.0,,level_1
meta_data_analyst,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,0.0,,,11.58,2325.0,9.0,2334.0,,level_1
meta_data_analyst,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,0.55,2325.0,9.0,2334.0,,level_1
meta_data_analyst,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1.0,,,6.54,2325.0,9.0,2334.0,,level_1
